network_id,topology,n_nodes,n_edges,density,phi,computation_time,timestamp,tpm_rule,state
watts_strogatz_n5_k4_p0.0_20251206_203141_091666,watts_strogatz,5,20,1.0,0.375,1.7313861846923828,2025-12-06T20:31:50.280514,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.0_20251206_203141_092428,watts_strogatz,5,20,1.0,0.375,1.7260820865631104,2025-12-06T20:31:50.293862,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.0_20251206_203141_092808,watts_strogatz,5,20,1.0,0.375,1.7296037673950195,2025-12-06T20:31:50.307294,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.0_20251206_203141_092036,watts_strogatz,5,20,1.0,0.375,1.7720437049865725,2025-12-06T20:31:50.320651,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.0_20251206_203141_093304,watts_strogatz,5,20,1.0,0.375,1.6938400268554688,2025-12-06T20:31:50.334029,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.0_20251206_203141_093722,watts_strogatz,5,20,1.0,0.375,1.6794297695159912,2025-12-06T20:31:50.347463,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.0_20251206_203141_094126,watts_strogatz,5,20,1.0,0.375,1.6889441013336182,2025-12-06T20:31:50.360831,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.0_20251206_203141_094504,watts_strogatz,5,20,1.0,0.375,1.6847655773162842,2025-12-06T20:31:50.374226,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.0_20251206_203141_095256,watts_strogatz,5,20,1.0,0.375,1.685229778289795,2025-12-06T20:31:50.387615,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.0_20251206_203141_094867,watts_strogatz,5,20,1.0,0.375,1.6917524337768557,2025-12-06T20:31:50.401017,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_416409,watts_strogatz,5,20,1.0,0.375,1.654716968536377,2025-12-06T20:31:59.041244,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_418715,watts_strogatz,5,20,1.0,0.375,1.6865978240966797,2025-12-06T20:31:59.056925,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_414524,watts_strogatz,5,20,1.0,0.375,1.6953842639923096,2025-12-06T20:31:59.072050,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_419178,watts_strogatz,5,20,1.0,0.375,1.7133102416992188,2025-12-06T20:31:59.085759,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_415559,watts_strogatz,5,20,1.0,0.375,1.7211027145385742,2025-12-06T20:31:59.099379,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_415103,watts_strogatz,5,20,1.0,0.375,1.7247936725616455,2025-12-06T20:31:59.112961,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_417254,watts_strogatz,5,20,1.0,0.375,1.725053310394287,2025-12-06T20:31:59.126804,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_415978,watts_strogatz,5,20,1.0,0.375,1.727339267730713,2025-12-06T20:31:59.140293,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_418159,watts_strogatz,5,20,1.0,0.375,1.7320101261138916,2025-12-06T20:31:59.154065,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_417705,watts_strogatz,5,20,1.0,0.375,1.7322301864624023,2025-12-06T20:31:59.167960,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_416819,watts_strogatz,5,20,1.0,0.375,1.7508916854858398,2025-12-06T20:31:59.181476,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_419618,watts_strogatz,5,20,1.0,0.375,1.679521560668945,2025-12-06T20:31:59.194996,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_420009,watts_strogatz,5,20,1.0,0.375,1.6513280868530271,2025-12-06T20:31:59.208560,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_420415,watts_strogatz,5,20,1.0,0.375,1.6494722366333008,2025-12-06T20:31:59.222045,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_422481,watts_strogatz,5,20,1.0,0.375,1.695960283279419,2025-12-06T20:31:59.235518,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_420809,watts_strogatz,5,20,1.0,0.375,1.7256836891174316,2025-12-06T20:31:59.249072,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_421232,watts_strogatz,5,20,1.0,0.375,1.7228999137878418,2025-12-06T20:31:59.262978,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_421675,watts_strogatz,5,20,1.0,0.375,1.7281155586242676,2025-12-06T20:31:59.276534,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_422084,watts_strogatz,5,20,1.0,0.375,1.7328791618347168,2025-12-06T20:31:59.290609,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_423285,watts_strogatz,5,20,1.0,0.375,1.731137990951538,2025-12-06T20:31:59.304109,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_422871,watts_strogatz,5,20,1.0,0.375,1.7344417572021484,2025-12-06T20:31:59.317675,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_423712,watts_strogatz,5,20,1.0,0.375,1.7327828407287598,2025-12-06T20:31:59.331205,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_424551,watts_strogatz,5,20,1.0,0.375,1.6573104858398438,2025-12-06T20:31:59.344645,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_424943,watts_strogatz,5,20,1.0,0.375,1.6546862125396729,2025-12-06T20:31:59.358075,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_425325,watts_strogatz,5,20,1.0,0.375,1.638934850692749,2025-12-06T20:31:59.371860,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_424151,watts_strogatz,5,20,1.0,0.375,1.7385637760162354,2025-12-06T20:31:59.385501,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_425777,watts_strogatz,5,20,1.0,0.375,1.7260761260986328,2025-12-06T20:31:59.399083,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_426205,watts_strogatz,5,20,1.0,0.375,1.7325654029846191,2025-12-06T20:31:59.412576,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_426654,watts_strogatz,5,20,1.0,0.375,1.7341346740722656,2025-12-06T20:31:59.426070,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_427137,watts_strogatz,5,20,1.0,0.375,1.7354154586791992,2025-12-06T20:31:59.439608,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_427558,watts_strogatz,5,20,1.0,0.375,1.7373106479644775,2025-12-06T20:31:59.453095,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_427975,watts_strogatz,5,20,1.0,0.375,1.7468061447143557,2025-12-06T20:31:59.466524,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_428388,watts_strogatz,5,20,1.0,0.375,1.7385988235473633,2025-12-06T20:31:59.479941,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_429231,watts_strogatz,5,20,1.0,0.375,1.6578307151794434,2025-12-06T20:31:59.493328,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_428784,watts_strogatz,5,20,1.0,0.375,1.6710383892059326,2025-12-06T20:31:59.506754,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_429673,watts_strogatz,5,20,1.0,0.375,1.6391136646270752,2025-12-06T20:31:59.520160,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_430085,watts_strogatz,5,20,1.0,0.375,1.7318503856658936,2025-12-06T20:31:59.533721,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_431256,watts_strogatz,5,20,1.0,0.375,1.704338550567627,2025-12-06T20:31:59.547132,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_430472,watts_strogatz,5,20,1.0,0.375,1.7307367324829102,2025-12-06T20:31:59.560554,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_430856,watts_strogatz,5,20,1.0,0.375,1.733184576034546,2025-12-06T20:31:59.573974,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_432109,watts_strogatz,5,20,1.0,0.375,1.7375645637512207,2025-12-06T20:31:59.587468,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_431687,watts_strogatz,5,20,1.0,0.375,1.7418382167816162,2025-12-06T20:31:59.600945,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_432501,watts_strogatz,5,20,1.0,0.375,1.7402873039245603,2025-12-06T20:31:59.614344,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_432895,watts_strogatz,5,20,1.0,0.375,1.7433743476867676,2025-12-06T20:31:59.628298,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_433295,watts_strogatz,5,20,1.0,0.375,1.6857759952545166,2025-12-06T20:31:59.641833,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_433716,watts_strogatz,5,20,1.0,0.375,1.7061429023742676,2025-12-06T20:31:59.655438,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_434148,watts_strogatz,5,20,1.0,0.375,1.6890647411346436,2025-12-06T20:31:59.669177,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_434569,watts_strogatz,5,20,1.0,0.375,1.6934335231781006,2025-12-06T20:31:59.682726,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_435496,watts_strogatz,5,20,1.0,0.375,1.6796550750732422,2025-12-06T20:31:59.696175,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.1_20251206_203150_436003,watts_strogatz,5,20,1.0,0.375,1.6763381958007812,2025-12-06T20:31:59.709684,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_724793,watts_strogatz,5,20,1.0,0.375,1.6565933227539062,2025-12-06T20:32:08.367865,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_726990,watts_strogatz,5,20,1.0,0.375,1.6854665279388428,2025-12-06T20:32:08.383405,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_726150,watts_strogatz,5,20,1.0,0.375,1.6933510303497314,2025-12-06T20:32:08.398750,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_727391,watts_strogatz,5,20,1.0,0.375,1.6942081451416016,2025-12-06T20:32:08.413354,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_723902,watts_strogatz,5,20,1.0,0.375,1.7076072692871094,2025-12-06T20:32:08.427209,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_723335,watts_strogatz,5,20,1.0,0.375,1.7087123394012451,2025-12-06T20:32:08.440951,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_725232,watts_strogatz,5,20,1.0,0.375,1.7223165035247805,2025-12-06T20:32:08.454551,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_724349,watts_strogatz,5,20,1.0,0.375,1.7317256927490234,2025-12-06T20:32:08.468194,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_727795,watts_strogatz,5,20,1.0,0.375,1.740576982498169,2025-12-06T20:32:08.481812,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_725692,watts_strogatz,5,20,1.0,0.375,1.741194486618042,2025-12-06T20:32:08.495496,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_726572,watts_strogatz,5,20,1.0,0.375,1.741603136062622,2025-12-06T20:32:08.509098,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_728220,watts_strogatz,5,20,1.0,0.375,1.6569676399230957,2025-12-06T20:32:08.522710,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_729231,watts_strogatz,5,20,1.0,0.375,1.6460716724395752,2025-12-06T20:32:08.536466,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_731749,watts_strogatz,5,20,1.0,0.375,1.678743839263916,2025-12-06T20:32:08.550820,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_728670,watts_strogatz,5,20,1.0,0.375,1.730809450149536,2025-12-06T20:32:08.564670,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_729689,watts_strogatz,5,20,1.0,0.375,1.73067307472229,2025-12-06T20:32:08.578241,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_731340,watts_strogatz,5,20,1.0,0.375,1.700305700302124,2025-12-06T20:32:08.591907,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_730534,watts_strogatz,5,20,1.0,0.375,1.7354753017425537,2025-12-06T20:32:08.605540,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_730131,watts_strogatz,5,20,1.0,0.375,1.739142656326294,2025-12-06T20:32:08.619137,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_730951,watts_strogatz,5,20,1.0,0.375,1.7270963191986084,2025-12-06T20:32:08.633101,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_732651,watts_strogatz,5,20,1.0,0.375,1.7330830097198486,2025-12-06T20:32:08.646700,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_732199,watts_strogatz,5,20,1.0,0.375,1.7445805072784424,2025-12-06T20:32:08.660283,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_733065,watts_strogatz,5,20,1.0,0.375,1.6547091007232666,2025-12-06T20:32:08.675014,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_733456,watts_strogatz,5,20,1.0,0.375,1.6456468105316162,2025-12-06T20:32:08.689310,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_734260,watts_strogatz,5,20,1.0,0.375,1.704197645187378,2025-12-06T20:32:08.703029,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_734695,watts_strogatz,5,20,1.0,0.375,1.7010514736175537,2025-12-06T20:32:08.716550,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_733860,watts_strogatz,5,20,1.0,0.375,1.731126070022583,2025-12-06T20:32:08.730057,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_735130,watts_strogatz,5,20,1.0,0.375,1.7230281829833984,2025-12-06T20:32:08.743568,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_737161,watts_strogatz,5,20,1.0,0.375,1.6865451335906982,2025-12-06T20:32:08.757035,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_736309,watts_strogatz,5,20,1.0,0.375,1.7236011028289795,2025-12-06T20:32:08.770550,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_735518,watts_strogatz,5,20,1.0,0.375,1.7317619323730469,2025-12-06T20:32:08.784051,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_735926,watts_strogatz,5,20,1.0,0.375,1.7385375499725342,2025-12-06T20:32:08.797560,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_736731,watts_strogatz,5,20,1.0,0.375,1.745109796524048,2025-12-06T20:32:08.811127,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_737655,watts_strogatz,5,20,1.0,0.375,1.654407024383545,2025-12-06T20:32:08.824634,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_738103,watts_strogatz,5,20,1.0,0.375,1.644770860671997,2025-12-06T20:32:08.838178,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_738884,watts_strogatz,5,20,1.0,0.375,1.6419789791107178,2025-12-06T20:32:08.851672,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_738481,watts_strogatz,5,20,1.0,0.375,1.726273775100708,2025-12-06T20:32:08.865187,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_739705,watts_strogatz,5,20,1.0,0.375,1.7225010395050049,2025-12-06T20:32:08.878737,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_739272,watts_strogatz,5,20,1.0,0.375,1.7358050346374512,2025-12-06T20:32:08.892344,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_740155,watts_strogatz,5,20,1.0,0.375,1.725947380065918,2025-12-06T20:32:08.905950,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_740557,watts_strogatz,5,20,1.0,0.375,1.7273764610290527,2025-12-06T20:32:08.919498,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_740943,watts_strogatz,5,20,1.0,0.375,1.7256910800933838,2025-12-06T20:32:08.933172,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_741325,watts_strogatz,5,20,1.0,0.375,1.7344508171081543,2025-12-06T20:32:08.946668,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_741736,watts_strogatz,5,20,1.0,0.375,1.7575619220733645,2025-12-06T20:32:08.960175,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_742165,watts_strogatz,5,20,1.0,0.375,1.6765635013580322,2025-12-06T20:32:08.973674,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_742572,watts_strogatz,5,20,1.0,0.375,1.6974167823791504,2025-12-06T20:32:08.987190,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_742954,watts_strogatz,5,20,1.0,0.375,1.7071549892425537,2025-12-06T20:32:09.000931,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_743339,watts_strogatz,5,20,1.0,0.375,1.6845438480377195,2025-12-06T20:32:09.014987,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_743748,watts_strogatz,5,20,1.0,0.375,1.703718900680542,2025-12-06T20:32:09.028626,and,[1 1 1 1 1]
watts_strogatz_n5_k4_p0.3_20251206_203159_744176,watts_strogatz,5,20,1.0,0.375,1.7094581127166748,2025-12-06T20:32:09.042184,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_058056,barabasi_albert,5,8,0.4,0.0,0.0227754116058349,2025-12-06T20:32:09.204166,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_057197,barabasi_albert,5,8,0.4,0.0,0.0232453346252441,2025-12-06T20:32:09.219719,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_056795,barabasi_albert,5,8,0.4,0.0,0.0235328674316406,2025-12-06T20:32:09.234750,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_055860,barabasi_albert,5,8,0.4,0.0,0.0237560272216796,2025-12-06T20:32:09.248522,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_058809,barabasi_albert,5,8,0.4,0.0,0.0231842994689941,2025-12-06T20:32:09.262236,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_059221,barabasi_albert,5,8,0.4,0.0,0.0231287479400634,2025-12-06T20:32:09.275957,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_057635,barabasi_albert,5,8,0.4,0.0,0.0250978469848632,2025-12-06T20:32:09.289603,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_058421,barabasi_albert,5,8,0.4,0.0,0.0262694358825683,2025-12-06T20:32:09.303269,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_056386,barabasi_albert,5,8,0.4,0.0,0.0277638435363769,2025-12-06T20:32:09.316973,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_060076,barabasi_albert,5,8,0.4,0.0,0.0267043113708496,2025-12-06T20:32:09.330622,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_059654,barabasi_albert,5,8,0.4,0.0,0.0272939205169677,2025-12-06T20:32:09.346027,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_060442,barabasi_albert,5,8,0.4,0.0,0.0186545848846435,2025-12-06T20:32:09.364974,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_061197,barabasi_albert,5,8,0.4,0.0,0.0192193984985351,2025-12-06T20:32:09.379227,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_061987,barabasi_albert,5,8,0.4,0.0,0.0190985202789306,2025-12-06T20:32:09.393012,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_061606,barabasi_albert,5,8,0.4,0.0,0.0192306041717529,2025-12-06T20:32:09.406700,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_062329,barabasi_albert,5,8,0.4,0.0,0.0192649364471435,2025-12-06T20:32:09.420478,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_060813,barabasi_albert,5,8,0.4,0.0,0.0197515487670898,2025-12-06T20:32:09.434147,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_062720,barabasi_albert,5,8,0.4,0.0,0.0201005935668945,2025-12-06T20:32:09.447882,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_063126,barabasi_albert,5,8,0.4,0.0,0.0192649364471435,2025-12-06T20:32:09.462057,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_063601,barabasi_albert,5,8,0.4,0.0,0.0188326835632324,2025-12-06T20:32:09.475780,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_064461,barabasi_albert,5,8,0.4,0.0,0.0187785625457763,2025-12-06T20:32:09.489528,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_064104,barabasi_albert,5,8,0.4,0.0,0.0191869735717773,2025-12-06T20:32:09.503245,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_064843,barabasi_albert,5,8,0.4,0.0,0.0182023048400878,2025-12-06T20:32:09.517013,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_065219,barabasi_albert,5,8,0.4,0.0,0.0187861919403076,2025-12-06T20:32:09.530653,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_066003,barabasi_albert,5,8,0.4,0.0,0.0187306404113769,2025-12-06T20:32:09.544267,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_065623,barabasi_albert,5,8,0.4,0.0,0.0189194679260253,2025-12-06T20:32:09.558050,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_066722,barabasi_albert,5,8,0.4,0.0,0.0188531875610351,2025-12-06T20:32:09.571961,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_066337,barabasi_albert,5,8,0.4,0.0,0.0191402435302734,2025-12-06T20:32:09.585739,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_067862,barabasi_albert,5,8,0.4,0.0,0.018174409866333,2025-12-06T20:32:09.599494,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_068231,barabasi_albert,5,8,0.4,0.0,0.0182874202728271,2025-12-06T20:32:09.613504,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_067126,barabasi_albert,5,8,0.4,0.0,0.0199613571166992,2025-12-06T20:32:09.627134,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_067477,barabasi_albert,5,8,0.4,0.0,0.0197305679321289,2025-12-06T20:32:09.642009,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_068636,barabasi_albert,5,8,0.4,0.0,0.0189433097839355,2025-12-06T20:32:09.656759,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_069015,barabasi_albert,5,8,0.4,0.0,0.0183367729187011,2025-12-06T20:32:09.670452,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_069724,barabasi_albert,5,8,0.4,0.0,0.0190086364746093,2025-12-06T20:32:09.684129,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_069345,barabasi_albert,5,8,0.4,0.0,0.019075870513916,2025-12-06T20:32:09.697752,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_070128,barabasi_albert,5,8,0.4,0.0,0.0190021991729736,2025-12-06T20:32:09.711463,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_070489,barabasi_albert,5,8,0.4,0.0,0.0190515518188476,2025-12-06T20:32:09.725122,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_070870,barabasi_albert,5,8,0.4,0.0,0.0192968845367431,2025-12-06T20:32:09.738794,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_071241,barabasi_albert,5,8,0.4,0.0,0.0183579921722412,2025-12-06T20:32:09.753541,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_071645,barabasi_albert,5,8,0.4,0.0,0.018263816833496,2025-12-06T20:32:09.767096,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_072741,barabasi_albert,5,8,0.4,0.0,0.0189528465270996,2025-12-06T20:32:09.780741,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_072361,barabasi_albert,5,8,0.4,0.0,0.0191280841827392,2025-12-06T20:32:09.794300,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_072036,barabasi_albert,5,8,0.4,0.0,0.0206830501556396,2025-12-06T20:32:09.807939,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_073236,barabasi_albert,5,8,0.4,0.0,0.0189430713653564,2025-12-06T20:32:09.821649,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_073653,barabasi_albert,5,8,0.4,0.0,0.019101858139038,2025-12-06T20:32:09.835294,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_074441,barabasi_albert,5,8,0.4,0.0,0.0189955234527587,2025-12-06T20:32:09.848944,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_074084,barabasi_albert,5,8,0.4,0.0,0.0190656185150146,2025-12-06T20:32:09.862545,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_074802,barabasi_albert,5,8,0.4,0.0,0.0199213027954101,2025-12-06T20:32:09.876247,and,[1 1 1 1 1]
barabasi_albert_n5_m1_20251206_203209_075183,barabasi_albert,5,8,0.4,0.0,0.0198090076446533,2025-12-06T20:32:09.889951,and,[1 1 1 1 1]
barabasi_albert_n5_m2_20251206_203209_907160,barabasi_albert,5,12,0.6,0.0,0.0682578086853027,2025-12-06T20:32:10.294157,and,[1 1 1 1 1]
